gene,selection_intensity,ci_low_95,ci_high_95
NCKAP1L,634.376549523981,105.483550124283,1958.86314847442
OR6C76,309.223441023432,51.4174988308679,954.832181348962
SMARCC2,1636.85518150518,272.175153718852,5054.34040573355
HSD17B6,589.250164097811,97.9801855229877,1819.50956024549
MARS,1629.49016281212,270.950593461263,5031.599128556
CDK4,2239.55637569429,372.392210568157,6915.3836668132
DPY19L2,131.647977988114,21.8903521997455,406.507704895622
TMEM5,109.092313077961,18.1398162082672,336.859101196114
IL26,290.067354606294,48.2322283495598,895.680334730428
MDM1,392.205699658259,65.2157384207776,1211.06837768718
PTPRB,189.642288985725,31.5336108801644,585.584866800269
TRHDE,408.989339003956,68.0065272510572,1262.89320288664
NAV3,483.852797407397,80.454746761278,1494.0599612233
MYF5,209.026004360759,34.7567265421897,645.438564013712
ACSS3,209.11988976583,34.7723416870896,645.727936792395
SLC6A15,226.634104484588,37.6845978976821,699.809269354918
LRRIQ1,244.676261520063,40.6846049427353,755.522090016013
MGAT4C,308.033005125034,51.2195237900426,951.157705954371
LUM,653.865870915001,108.724452502576,2019.0322240224
ANKS1B,163.680945505538,27.2167640745311,505.420132047724
NR1H4,85.3584991651798,14.1933651476683,263.573187573497
C12orf42,200.737972559388,33.3786060009351,619.846038026496
STAB2,75.0236198470519,12.4748861630005,231.660788103799
NUAK1,581.866562904608,96.7524477525437,1796.71004426197
WSCD2,79.6813861025793,13.2493775610598,246.043195386875
DAO,254.774004449096,42.3636820640307,786.700866864115
ACACB,528.990662232195,87.9602867727911,1633.43701829145
FOXN4,259.107493767723,43.084255928497,800.082892900346
CUX2,153.729740347688,25.5620888746912,474.69280590767
DTX1,794.067165386049,132.037073702567,2451.95002668053
TBX3,171.633434890635,28.5391095390018,529.976437747395
MED13L,269.257472413089,44.7719859640846,831.423399704014
KSR2,240.215737855498,39.9429474025696,741.747154215016
SRRM4,99.2330118602321,16.5004104920392,306.415466509859
WDR66,734.970686062739,122.210256187843,2269.4788086662
CLIP1,1769.1992207051,439.978937890503,4587.70892166837
DNAH10,813.896909263453,135.334363980034,2513.1805805017
UBC,157.929988486772,26.260507205737,487.662153134399
TMEM132C,217.325764235574,36.1368083682807,671.066791094278
TMEM132D,118.284040045288,19.6682065618546,365.241787349741
PIWIL1,90.8963520606755,15.1141961925477,280.67316606093
ULK1,422.860521357471,70.3130285756027,1305.72468855863
EP400,596.956630839935,99.2616298891783,1843.3051990641
TPTE2,80.6047851554214,13.4029183309147,248.894573072248
PDS5B,2044.51498134976,339.960766819521,6313.13154968306
NBEA,219.728954812711,36.5364126019575,678.487313576838
POSTN,1215.41182369924,202.097965008747,3752.99444618748
TRPC4,478.066864109577,79.4926913981342,1476.19336730198
STOML3,255.684801320853,42.5151335311531,789.513044411817
KBTBD6,469.667886273449,78.0961180771683,1450.25851792773
CCDC122,119.016512771471,19.7900037632062,367.503563223508
ZC3H13,832.47453356146,138.423397577326,2570.54710771588
RB1,4316.78997981347,717.793528968044,13329.539964586
CCDC70,201.439701357509,33.4952909774973,622.012776234242
OLFM4,403.852124602954,67.1522998140623,1247.03090445335
PCDH17,345.678644939124,57.4792581930364,1067.39951425751
KLHL1,362.261892326048,80.4147085272983,997.468228535539
SCEL,742.62168026666,123.482635713334,2293.09415666239
SLITRK1,55.476609389846,9.22461880969891,171.302772236636
SLITRK6,326.915967582984,54.3594021606902,1009.46385604092
SLITRK5,214.46756405638,35.6615451239102,662.241282106467
FGF14,147.797329054601,24.5756554527069,456.374362521268
KDELC1,1023.36773451517,170.165040246239,3159.99318298131
SLC10A2,273.38546764926,45.4583848042709,844.170014345582
MYO16,193.253061825771,32.134009619762,596.734337956193
